score ; Cocktail ; n patient taking C ; n patient taking C and having AE ; RR 
8.06294;oxedrine combinations:surgical aids:diagnostic radiopharmaceuticals;1;1;3225.79
8.06294;sympathomimetics used as decongestants:surgical aids:diagnostic radiopharmaceuticals;1;1;3225.79
8.06294;decongestants and antiallergics:hyaluronic acid:diagnostic radiopharmaceuticals;1;1;3225.79
8.06294;travoprost:medical air;1;1;3225.79
8.06294;hyaluronic acid:potassium iodide;1;1;3225.79
8.06294;azelastine:travoprost:medical air;1;1;3225.79
8.06294;azelastine:travoprost;1;1;3225.79
8.06294;azelastine:prostaglandin analogues1;1;1;3225.79
8.06294;ephedrine:phentolamine;1;1;3225.79
8.06294;respiratory system:travoprost:medical air;1;1;3225.79
8.06294;adrafinil:ciclesonide;1;1;3225.79
8.06294;eszopiclone:adrafinil:ciclesonide;1;1;3225.79
8.06294;molindone:ciclesonide;1;1;3225.79
8.06294;molindone:adrafinil;1;1;3225.79
8.06294;molindone:eszopiclone:respiratory system;1;1;3225.79
8.06294;molindone:eszopiclone:other psychostimulants and nootropics;1;1;3225.79
8.06294;molindone:eszopiclone:psychostimulants agents used for adhd and nootropics;1;1;3225.79
8.06294;molindone:eszopiclone:psychoanaleptics;1;1;3225.79
8.06294;molindone:eszopiclone;1;1;3225.79
8.06294;molindone:benzodiazepine related drugs:other psychostimulants and nootropics;1;1;3225.79
8.06294;molindone:benzodiazepine related drugs:psychostimulants agents used for adhd and nootropics;1;1;3225.79
8.06294;molindone:hypnotics and sedatives:adrafinil;1;1;3225.79
8.06294;molindone:hypnotics and sedatives:psychostimulants agents used for adhd and nootropics;1;1;3225.79
8.06294;indole derivatives:adrafinil;1;1;3225.79
8.06294;indole derivatives:eszopiclone:other psychostimulants and nootropics;1;1;3225.79
8.06294;indole derivatives:eszopiclone:psychostimulants agents used for adhd and nootropics;1;1;3225.79
8.06294;indole derivatives:eszopiclone:psychoanaleptics;1;1;3225.79
8.06294;fluphenazine:medical air;1;1;3225.79
8.06294;fluphenazine:travoprost;1;1;3225.79
8.06294;fluphenazine:azelastine:travoprost;1;1;3225.79
8.06294;fluphenazine:azelastine:ophthalmologicals;1;1;3225.79
8.06294;fluphenazine:azelastine:sensory organs;1;1;3225.79
8.06294;fluphenazine:azelastine;1;1;3225.79
8.06294;fluphenazine:antiallergic agents excl corticosteroids:sensory organs;1;1;3225.79
8.06294;fluphenazine:nasal preparations:prostaglandin analogues1;1;1;3225.79
8.06294;fluphenazine:respiratory system:travoprost;1;1;3225.79
8.06294;phenothiazines with piperazine structure:azelastine:sensory organs;1;1;3225.79
8.06294;phenothiazines with piperazine structure:azelastine;1;1;3225.79
8.06294;antipsychotics:azelastine:ophthalmologicals;1;1;3225.79
8.06294;antipsychotics:azelastine:sensory organs;1;1;3225.79
8.06294;antipsychotics:eszopiclone:psychostimulants agents used for adhd and nootropics;1;1;3225.79
8.06294;antipsychotics:hypnotics and sedatives:ciclesonide;1;1;3225.79
8.06294;etodolac:flupentixol;1;1;3225.79
8.06294;etodolac:thioxanthene derivatives;1;1;3225.79
8.06294;azathioprine:ciclesonide;1;1;3225.79
8.06294;azathioprine:adrafinil:ciclesonide;1;1;3225.79
8.06294;azathioprine:adrafinil:other drugs for obstructive airway diseases inhalants;1;1;3225.79
8.06294;azathioprine:adrafinil:drugs for obstructive airway diseases;1;1;3225.79
8.06294;azathioprine:adrafinil;1;1;3225.79
8.06294;azathioprine:other psychostimulants and nootropics:other drugs for obstructive airway diseases inhalants;1;1;3225.79
8.06294;azathioprine:molindone:other psychostimulants and nootropics;1;1;3225.79
8.06294;azathioprine:molindone;1;1;3225.79
8.06294;other immunosuppressants:ciclesonide;1;1;3225.79
8.06294;other immunosuppressants:adrafinil:other drugs for obstructive airway diseases inhalants;1;1;3225.79
8.06294;other immunosuppressants:molindone;1;1;3225.79
8.06294;daclizumab:seratrodast;1;1;3225.79
8.06294;peginterferon alfa2b:daclizumab;1;1;3225.79
8.06294;peginterferon alfa2b:interleukin inhibitors;1;1;3225.79
8.06294;immunostimulants:immunosuppressants:seratrodast;1;1;3225.79
8.06294;immunostimulants:immunosuppressants:seratrodast;1;1;3225.79
8.06294;gefitinib:medical air;1;1;3225.79
8.06294;gefitinib:travoprost:medical air;1;1;3225.79
8.06294;gefitinib:travoprost;1;1;3225.79
8.06294;gefitinib:azelastine:travoprost;1;1;3225.79
8.06294;gefitinib:azelastine;1;1;3225.79
8.06294;gefitinib:antiallergic agents excl corticosteroids;1;1;3225.79
8.06294;gefitinib:nasal preparations:prostaglandin analogues1;1;1;3225.79
8.06294;gefitinib:respiratory system:travoprost;1;1;3225.79
8.06294;gefitinib:respiratory system:prostaglandin analogues1;1;1;3225.79
8.06294;gefitinib:fluphenazine:travoprost;1;1;3225.79
8.06294;gefitinib:fluphenazine;1;1;3225.79
8.06294;gefitinib:phenothiazines with piperazine structure:respiratory system:prostaglandin analogues1;1;1;3225.79
8.06294;gefitinib:antipsychotics:respiratory system:prostaglandin analogues1;1;1;3225.79
8.06294;protein kinase inhibitors:azelastine:travoprost;1;1;3225.79
8.06294;other antineoplastic agents:azelastine:travoprost;1;1;3225.79
8.06294;ifosfamide:adrafinil;1;1;3225.79
8.06294;ifosfamide:molindone:eszopiclone;1;1;3225.79
8.06294;ifosfamide:molindone;1;1;3225.79
8.06294;ifosfamide:indole derivatives:eszopiclone;1;1;3225.79
8.06294;ifosfamide:indole derivatives;1;1;3225.79
8.06294;ifosfamide:antipsychotics:eszopiclone;1;1;3225.79
8.06294;ifosfamide:nervous system:glucocorticoids;1;1;3225.79
8.06294;ifosfamide:azathioprine:ciclesonide;1;1;3225.79
8.06294;ifosfamide:azathioprine:antipsychotics;1;1;3225.79
8.06294;ifosfamide:azathioprine;1;1;3225.79
8.06294;ifosfamide:immunosuppressants:antipsychotics;1;1;3225.79
8.06294;nitrogen mustard analogues:molindone:eszopiclone;1;1;3225.79
8.06294;nitrogen mustard analogues:molindone:benzodiazepine related drugs;1;1;3225.79
8.06294;alkylating agents:azathioprine:ciclesonide;1;1;3225.79
8.06294;antineoplastic agents:azelastine:travoprost;1;1;3225.79
8.06294;antineoplastic and immunomodulating agents:azelastine:travoprost;1;1;3225.79
8.06294;antineoplastic and immunomodulating agents:adrafinil:other drugs for obstructive airway diseases inhalants;1;1;3225.79
8.06294;antineoplastic and immunomodulating agents:fluphenazine:medical air;1;1;3225.79
8.06294;emtricitabine:flupentixol;1;1;3225.79
8.06294;emtricitabine:thioxanthene derivatives;1;1;3225.79
8.06294;emtricitabine:etodolac:antipsychotics;1;1;3225.79
8.06294;emtricitabine:acetic acid derivatives and related substances:antipsychotics;1;1;3225.79
8.06294;boceprevir:medical air;1;1;3225.79
8.06294;boceprevir:travoprost;1;1;3225.79
8.06294;boceprevir:azelastine:travoprost;1;1;3225.79
8.06294;boceprevir:azelastine;1;1;3225.79
8.06294;boceprevir:fluphenazine:medical air;1;1;3225.79
8.06294;boceprevir:fluphenazine:medical gases;1;1;3225.79
8.06294;boceprevir:fluphenazine:all other therapeutic products;1;1;3225.79
8.06294;boceprevir:fluphenazine:travoprost;1;1;3225.79
8.06294;boceprevir:fluphenazine;1;1;3225.79
8.06294;boceprevir:gefitinib:fluphenazine;1;1;3225.79
8.06294;boceprevir:gefitinib:phenothiazines with piperazine structure;1;1;3225.79
8.06294;boceprevir:gefitinib;1;1;3225.79
8.06294;protease inhibitors:medical air;1;1;3225.79
8.06294;protease inhibitors:travoprost:medical air;1;1;3225.79
8.06294;protease inhibitors:azelastine:travoprost;1;1;3225.79
8.06294;protease inhibitors:azelastine:antiglaucoma preparations and miotics;1;1;3225.79
8.06294;protease inhibitors:azelastine:ophthalmologicals;1;1;3225.79
8.06294;protease inhibitors:fluphenazine:medical air;1;1;3225.79
8.06294;protease inhibitors:gefitinib:medical gases;1;1;3225.79
8.06294;protease inhibitors:gefitinib:fluphenazine;1;1;3225.79
8.06294;direct acting antivirals:azelastine:travoprost;1;1;3225.79
8.06294;direct acting antivirals:azelastine:antiglaucoma preparations and miotics;1;1;3225.79
8.06294;direct acting antivirals:antiallergic agents excl corticosteroids:travoprost;1;1;3225.79
8.06294;direct acting antivirals:etodolac:antipsychotics;1;1;3225.79
8.06294;direct acting antivirals:gefitinib:medical air;1;1;3225.79
8.06294;direct acting antivirals:gefitinib:medical gases;1;1;3225.79
8.06294;direct acting antivirals:gefitinib:all other therapeutic products;1;1;3225.79
8.06294;direct acting antivirals:gefitinib:various;1;1;3225.79
8.06294;direct acting antivirals:protein kinase inhibitors:medical air;1;1;3225.79
8.06294;direct acting antivirals:protein kinase inhibitors:antiallergic agents excl corticosteroids:medical air;1;1;3225.79
8.06294;antivirals for systemic use:azelastine:travoprost;1;1;3225.79
8.06294;antivirals for systemic use:azelastine:prostaglandin analogues1;1;1;3225.79
8.06294;antivirals for systemic use:etodolac:antipsychotics;1;1;3225.79
8.06294;antivirals for systemic use:gefitinib:medical air;1;1;3225.79
8.06294;antivirals for systemic use:gefitinib:various;1;1;3225.79
8.06294;antivirals for systemic use:gefitinib:prostaglandin analogues1;1;1;3225.79
8.06294;antivirals for systemic use:gefitinib:antiglaucoma preparations and miotics;1;1;3225.79
8.06294;daptomycin:technetium 99mtc pentetic acid;1;1;3225.79
8.06294;daptomycin:oxedrine combinations;1;1;3225.79
8.06294;other antibacterials:oxedrine combinations;1;1;3225.79
8.06294;ornidazole:ephedrine:phentolamine;1;1;3225.79
8.06294;ornidazole:ephedrine;1;1;3225.79
8.06294;ornidazole:pridinol;1;1;3225.79
8.06294;imidazole derivatives:ephedrine;1;1;3225.79
8.06294;imidazole derivatives:pridinol;1;1;3225.79
8.06294;imidazole derivatives:muscle relaxants:phentolamine;1;1;3225.79
8.06294;imidazole derivatives:musculoskeletal system:phentolamine;1;1;3225.79
8.06294;other antibacterials:musculoskeletal system:phentolamine;1;1;3225.79
8.06294;cefazedone:clofezone;1;1;3225.79
8.06294;firstgeneration cephalosporins:clofezone;1;1;3225.79
8.06294;antibacterials for systemic use:oxedrine combinations:hyaluronic acid;1;1;3225.79
8.06294;antiinfectives for systemic use:oxedrine combinations:hyaluronic acid;1;1;3225.79
8.06294;antiinfectives for systemic use:oxedrine combinations:viscoelastic substances;1;1;3225.79
8.06294;antiinfectives for systemic use:sympathomimetics used as decongestants:hyaluronic acid;1;1;3225.79
8.06294;antiinfectives for systemic use:azelastine:travoprost;1;1;3225.79
8.06294;antiinfectives for systemic use:azelastine:antiglaucoma preparations and miotics;1;1;3225.79
8.06294;dutasteride:adrafinil;1;1;3225.79
8.06294;dutasteride:other psychostimulants and nootropics:ciclesonide;1;1;3225.79
8.06294;dutasteride:other psychostimulants and nootropics:glucocorticoids;1;1;3225.79
8.06294;dutasteride:other psychostimulants and nootropics:other drugs for obstructive airway diseases inhalants;1;1;3225.79
8.06294;dutasteride:psychostimulants agents used for adhd and nootropics:glucocorticoids;1;1;3225.79
8.06294;dutasteride:psychostimulants agents used for adhd and nootropics:other drugs for obstructive airway diseases inhalants;1;1;3225.79
8.06294;dutasteride:psychoanaleptics:ciclesonide;1;1;3225.79
8.06294;dutasteride:psychoanaleptics:other drugs for obstructive airway diseases inhalants;1;1;3225.79
8.06294;dutasteride:eszopiclone:other psychostimulants and nootropics;1;1;3225.79
8.06294;dutasteride:eszopiclone;1;1;3225.79
8.06294;dutasteride:benzodiazepine related drugs;1;1;3225.79
8.06294;dutasteride:hypnotics and sedatives:glucocorticoids;1;1;3225.79
8.06294;dutasteride:molindone:psychoanaleptics;1;1;3225.79
8.06294;dutasteride:molindone;1;1;3225.79
8.06294;dutasteride:indole derivatives:eszopiclone;1;1;3225.79
8.06294;dutasteride:antipsychotics:ciclesonide;1;1;3225.79
8.06294;dutasteride:psycholeptics:ciclesonide;1;1;3225.79
8.06294;dutasteride:psycholeptics:glucocorticoids;1;1;3225.79
8.06294;dutasteride:psycholeptics:other drugs for obstructive airway diseases inhalants;1;1;3225.79
8.06294;dutasteride:azathioprine:drugs for obstructive airway diseases;1;1;3225.79
8.06294;dutasteride:azathioprine:adrafinil;1;1;3225.79
8.06294;dutasteride:azathioprine:other psychostimulants and nootropics;1;1;3225.79
8.06294;dutasteride:azathioprine:antipsychotics:psychoanaleptics;1;1;3225.79
8.06294;dutasteride:azathioprine:psycholeptics:psychoanaleptics;1;1;3225.79
8.06294;dutasteride:azathioprine;1;1;3225.79
8.06294;dutasteride:other immunosuppressants:adrafinil;1;1;3225.79
8.06294;dutasteride:other immunosuppressants:psycholeptics:psychostimulants agents used for adhd and nootropics;1;1;3225.79
8.06294;dutasteride:other immunosuppressants:nervous system;1;1;3225.79
8.06294;dutasteride:other immunosuppressants;1;1;3225.79
8.06294;dutasteride:immunosuppressants:antipsychotics;1;1;3225.79
8.06294;dutasteride:immunosuppressants:psycholeptics:psychostimulants agents used for adhd and nootropics;1;1;3225.79
8.06294;dutasteride:immunosuppressants:psycholeptics:psychoanaleptics;1;1;3225.79
8.06294;dutasteride:immunosuppressants:psycholeptics;1;1;3225.79
8.06294;dutasteride:ifosfamide:other immunosuppressants;1;1;3225.79
8.06294;dutasteride:ifosfamide;1;1;3225.79
8.06294;dutasteride:nitrogen mustard analogues;1;1;3225.79
8.06294;testosterone5alpha reductase inhibitors:adrafinil;1;1;3225.79
8.06294;testosterone5alpha reductase inhibitors:eszopiclone;1;1;3225.79
8.06294;testosterone5alpha reductase inhibitors:molindone:ciclesonide;1;1;3225.79
8.06294;testosterone5alpha reductase inhibitors:molindone;1;1;3225.79
8.06294;testosterone5alpha reductase inhibitors:antipsychotics:ciclesonide;1;1;3225.79
8.06294;testosterone5alpha reductase inhibitors:psycholeptics:other drugs for obstructive airway diseases inhalants;1;1;3225.79
8.06294;testosterone5alpha reductase inhibitors:azathioprine:drugs for obstructive airway diseases;1;1;3225.79
8.06294;testosterone5alpha reductase inhibitors:azathioprine:respiratory system;1;1;3225.79
8.06294;testosterone5alpha reductase inhibitors:azathioprine:psychostimulants agents used for adhd and nootropics;1;1;3225.79
8.06294;testosterone5alpha reductase inhibitors:azathioprine;1;1;3225.79
8.06294;testosterone5alpha reductase inhibitors:immunosuppressants:psycholeptics:psychoanaleptics;1;1;3225.79
8.06294;testosterone5alpha reductase inhibitors:immunosuppressants:psycholeptics;1;1;3225.79
8.06294;testosterone5alpha reductase inhibitors:ifosfamide;1;1;3225.79
8.06294;testosterone5alpha reductase inhibitors:nitrogen mustard analogues:immunosuppressants;1;1;3225.79
8.06294;drugs used in benign prostatic hypertrophy:adrafinil;1;1;3225.79
8.06294;drugs used in benign prostatic hypertrophy:eszopiclone;1;1;3225.79
8.06294;drugs used in benign prostatic hypertrophy:hypnotics and sedatives:ciclesonide;1;1;3225.79
8.06294;drugs used in benign prostatic hypertrophy:hypnotics and sedatives:glucocorticoids;1;1;3225.79
8.06294;drugs used in benign prostatic hypertrophy:psycholeptics:ciclesonide;1;1;3225.79
8.06294;drugs used in benign prostatic hypertrophy:azathioprine:drugs for obstructive airway diseases;1;1;3225.79
8.06294;drugs used in benign prostatic hypertrophy:azathioprine:respiratory system;1;1;3225.79
8.06294;drugs used in benign prostatic hypertrophy:ifosfamide:azathioprine;1;1;3225.79
8.06294;urologicals:molindone:eszopiclone;1;1;3225.79
8.06294;urologicals:molindone:benzodiazepine related drugs;1;1;3225.79
8.06294;urologicals:ifosfamide:azathioprine;1;1;3225.79
8.06294;urologicals:ifosfamide:other immunosuppressants;1;1;3225.79
8.06294;urologicals:ifosfamide:immunosuppressants;1;1;3225.79
8.06294;urologicals:nitrogen mustard analogues:azathioprine;1;1;3225.79
8.06294;urologicals:alkylating agents:azathioprine;1;1;3225.79
8.06294;urologicals:antineoplastic agents:eszopiclone;1;1;3225.79
8.06294;methyltestosterone and estrogen:travoprost:various;1;1;3225.79
8.06294;methyltestosterone and estrogen:travoprost;1;1;3225.79
8.06294;methyltestosterone and estrogen:prostaglandin analogues1:medical gases;1;1;3225.79
8.06294;methyltestosterone and estrogen:prostaglandin analogues1:all other therapeutic products;1;1;3225.79
8.06294;methyltestosterone and estrogen:azelastine;1;1;3225.79
8.06294;methyltestosterone and estrogen:fluphenazine;1;1;3225.79
8.06294;methyltestosterone and estrogen:gefitinib:travoprost;1;1;3225.79
8.06294;methyltestosterone and estrogen:gefitinib;1;1;3225.79
8.06294;methyltestosterone and estrogen:protein kinase inhibitors:fluphenazine;1;1;3225.79
8.06294;methyltestosterone and estrogen:boceprevir:gefitinib;1;1;3225.79
8.06294;androgens and estrogens:travoprost:all other therapeutic products;1;1;3225.79
8.06294;androgens and estrogens:travoprost:various;1;1;3225.79
8.06294;androgens and estrogens:prostaglandin analogues1:medical gases;1;1;3225.79
8.06294;androgens and estrogens:prostaglandin analogues1:all other therapeutic products;1;1;3225.79
8.06294;androgens and estrogens:azelastine;1;1;3225.79
8.06294;androgens and female sex hormones in combination:travoprost:medical air;1;1;3225.79
8.06294;androgens and female sex hormones in combination:travoprost:medical gases;1;1;3225.79
8.06294;androgens and female sex hormones in combination:prostaglandin analogues1:medical air;1;1;3225.79
8.06294;androgens and female sex hormones in combination:prostaglandin analogues1:medical gases;1;1;3225.79
8.06294;androgens and female sex hormones in combination:azelastine;1;1;3225.79
8.06294;androgens and female sex hormones in combination:antivirals for systemic use:travoprost:medical air;1;1;3225.79
8.06294;androgens and female sex hormones in combination:antivirals for systemic use:travoprost;1;1;3225.79
8.06294;sex hormones and modulators of the genital system:travoprost:medical air;1;1;3225.79
8.06294;sex hormones and modulators of the genital system:boceprevir:azelastine;1;1;3225.79
8.06294;sex hormones and modulators of the genital system:direct acting antivirals:gefitinib:medical gases;1;1;3225.79
8.06294;cabergoline:phentolamine;1;1;3225.79
8.06294;cabergoline:ephedrine:phentolamine;1;1;3225.79
8.06294;cabergoline:ephedrine:various;1;1;3225.79
8.06294;cabergoline:ephedrine;1;1;3225.79
8.06294;cabergoline:sympathomimetics combinations excl corticosteroids:various;1;1;3225.79
8.06294;cabergoline:pridinol;1;1;3225.79
8.06294;cabergoline:other centrally acting agents:phentolamine;1;1;3225.79
8.06294;cabergoline:ornidazole:all other therapeutic products;1;1;3225.79
8.06294;cabergoline:ornidazole:all other therapeutic products;1;1;3225.79
8.06294;cabergoline:imidazole derivatives:all other therapeutic products;1;1;3225.79
8.06294;prolactine inhibitors:nasal preparations:phentolamine;1;1;3225.79
8.06294;prolactine inhibitors:pridinol;1;1;3225.79
8.06294;other gynecologicals:ephedrine:phentolamine;1;1;3225.79
8.06294;other gynecologicals:sympathomimetics combinations excl corticosteroids:phentolamine;1;1;3225.79
8.06294;other gynecologicals:ornidazole:phentolamine;1;1;3225.79
8.06294;genito urinary system and sex hormones:travoprost:medical air;1;1;3225.79
8.06294;genito urinary system and sex hormones:ephedrine:phentolamine;1;1;3225.79
8.06294;genito urinary system and sex hormones:nasal preparations:sensory organs:medical air;1;1;3225.79
8.06294;genito urinary system and sex hormones:psychostimulants agents used for adhd and nootropics:ciclesonide;1;1;3225.79
8.06294;genito urinary system and sex hormones:molindone:psychostimulants agents used for adhd and nootropics:respiratory system;1;1;3225.79
8.06294;genito urinary system and sex hormones:molindone:psychoanaleptics:drugs for obstructive airway diseases;1;1;3225.79
8.06294;genito urinary system and sex hormones:molindone:psychoanaleptics:respiratory system;1;1;3225.79
8.06294;genito urinary system and sex hormones:molindone:eszopiclone;1;1;3225.79
8.06294;genito urinary system and sex hormones:molindone:benzodiazepine related drugs;1;1;3225.79
8.06294;genito urinary system and sex hormones:indole derivatives:eszopiclone;1;1;3225.79
8.06294;genito urinary system and sex hormones:ifosfamide:azathioprine;1;1;3225.79
8.06294;genito urinary system and sex hormones:ifosfamide:other immunosuppressants;1;1;3225.79
8.06294;genito urinary system and sex hormones:nitrogen mustard analogues:azathioprine;1;1;3225.79
8.06294;genito urinary system and sex hormones:nitrogen mustard analogues:other immunosuppressants;1;1;3225.79
8.06294;genito urinary system and sex hormones:alkylating agents:azathioprine;1;1;3225.79
8.06294;genito urinary system and sex hormones:antineoplastic agents:respiratory system:sensory organs:medical air;1;1;3225.79
8.06294;genito urinary system and sex hormones:antineoplastic and immunomodulating agents:respiratory system:sensory organs:medical air;1;1;3225.79
8.06294;genito urinary system and sex hormones:boceprevir:azelastine;1;1;3225.79
8.06294;genito urinary system and sex hormones:ornidazole:phentolamine;1;1;3225.79
8.06294;genito urinary system and sex hormones:ornidazole:antidotes;1;1;3225.79
8.06294;tioxolone:flupentixol;1;1;3225.79
8.06294;tioxolone:etodolac:flupentixol;1;1;3225.79
8.06294;tioxolone:etodolac;1;1;3225.79
8.06294;tioxolone:emtricitabine:etodolac;1;1;3225.79
8.06294;tioxolone:emtricitabine;1;1;3225.79
8.06294;preparations containing sulfur:flupentixol;1;1;3225.79
8.06294;preparations containing sulfur:etodolac;1;1;3225.79
8.06294;preparations containing sulfur:acetic acid derivatives and related substances:flupentixol;1;1;3225.79
8.06294;preparations containing sulfur:emtricitabine:flupentixol;1;1;3225.79
8.06294;preparations containing sulfur:emtricitabine:etodolac;1;1;3225.79
8.06294;antiacne preparations for topical use:musculoskeletal system:flupentixol;1;1;3225.79
8.06294;antiacne preparations for topical use:emtricitabine:etodolac;1;1;3225.79
8.06294;antiacne preparations:musculoskeletal system:flupentixol;1;1;3225.79
8.06294;antiacne preparations:emtricitabine:flupentixol;1;1;3225.79
8.06294;antiacne preparations:nucleoside and nucleotide reverse transcriptase inhibitors:etodolac;1;1;3225.79
8.06294;cilnidipine:flupentixol;1;1;3225.79
8.06294;cilnidipine:etodolac;1;1;3225.79
8.06294;cilnidipine:emtricitabine:flupentixol;1;1;3225.79
8.06294;cilnidipine:emtricitabine;1;1;3225.79
8.06294;cilnidipine:tioxolone:antivirals for systemic use;1;1;3225.79
8.06294;cilnidipine:tioxolone:antiinfectives for systemic use;1;1;3225.79
8.06294;cilnidipine:preparations containing sulfur:antiinfectives for systemic use;1;1;3225.79
8.06294;selective calcium channel blockers with mainly vascular effects:tioxolone:antiinfectives for systemic use:musculoskeletal system;1;1;3225.79
8.06294;calcium channel blockers:tioxolone:antiinfectives for systemic use:antiinflammatory and antirheumatic products;1;1;3225.79
8.06294;calcium channel blockers:tioxolone:antiinfectives for systemic use:musculoskeletal system;1;1;3225.79
8.06294;calcium channel blockers:dermatologicals:musculoskeletal system:flupentixol;1;1;3225.79
8.06294;phentolamine:seratrodast;1;1;3225.79
8.06294;phentolamine:immunosuppressants:seratrodast;1;1;3225.79
8.06294;imidazoline derivatives:seratrodast;1;1;3225.79
8.06294;methyclothiazide and potassium:pazufloxacin;1;1;3225.79
8.06294;cyclopenthiazide:clofezone;1;1;3225.79
8.06294;cyclopenthiazide:cefazedone:clofezone;1;1;3225.79
8.06294;cyclopenthiazide:cefazedone;1;1;3225.79
8.06294;cyclopenthiazide:firstgeneration cephalosporins;1;1;3225.79
8.06294;diuretics:firstgeneration cephalosporins:clofezone;1;1;3225.79
8.06294;chlorhexidine:technetium 99mtc pentetic acid;1;1;3225.79
8.06294;chlorhexidine:technetium 99mtc compounds;1;1;3225.79
8.06294;chlorhexidine:renal system;1;1;3225.79
8.06294;chlorhexidine:hyaluronic acid;1;1;3225.79
8.06294;chlorhexidine:viscoelastic substances;1;1;3225.79
8.06294;antiinfectives:hyaluronic acid;1;1;3225.79
8.06294;protein hydrolysates:potassium iodide;1;1;3225.79
8.06294;protein hydrolysates:hyaluronic acid;1;1;3225.79
8.06294;protein hydrolysates:nasal preparations:sensory organs;1;1;3225.79
8.06294;coagulation factor xiii:hyaluronic acid:potassium iodide;1;1;3225.79
8.06294;coagulation factor xiii:hyaluronic acid:sensory organs;1;1;3225.79
8.06294;coagulation factor xiii:hyaluronic acid;1;1;3225.79
8.06294;coagulation factor xiii:other nasal preparations:potassium iodide;1;1;3225.79
8.06294;coagulation factor xiii:decongestants and other nasal preparations for topical use:other ophthalmologicals;1;1;3225.79
8.06294;coagulation factor xiii:decongestants and other nasal preparations for topical use:other ophthalmologicals;1;1;3225.79
8.06294;coagulation factor xiii:nasal preparations:potassium iodide;1;1;3225.79
8.06294;coagulation factor xiii:nasal preparations:other ophthalmologicals;1;1;3225.79
8.06294;coagulation factor xiii:nasal preparations:other ophthalmologicals;1;1;3225.79
8.06294;coagulation factor xiii:protein hydrolysates;1;1;3225.79
8.06294;coagulation factor xiii:solutions for parenteral nutrition:decongestants and other nasal preparations for topical use:ophthalmologicals;1;1;3225.79
8.06294;coagulation factor xiii:iv solutions:other ophthalmologicals;1;1;3225.79
8.06294;coagulation factor xiii:iv solutions:ophthalmologicals;1;1;3225.79
8.06294;coagulation factor xiii:iv solutions:other nasal preparations:ophthalmologicals;1;1;3225.79
8.06294;coagulation factor xiii:iv solutions:decongestants and other nasal preparations for topical use:other ophthalmologicals;1;1;3225.79
8.06294;coagulation factor xiii:iv solutions:decongestants and other nasal preparations for topical use:ophthalmologicals;1;1;3225.79
8.06294;coagulation factor xiii:iv solutions:nasal preparations:other ophthalmologicals;1;1;3225.79
8.06294;coagulation factor xiii:iv solutions:nasal preparations:ophthalmologicals;1;1;3225.79
8.06294;coagulation factor xiii:blood substitutes and perfusion solutions:decongestants and other nasal preparations for topical use:ophthalmologicals;1;1;3225.79
8.06294;coagulation factor xiii:blood substitutes and perfusion solutions:nasal preparations:other ophthalmologicals;1;1;3225.79
8.06294;blood coagulation factors:hyaluronic acid:potassium iodide;1;1;3225.79
8.06294;blood coagulation factors:other nasal preparations:potassium iodide;1;1;3225.79
8.06294;blood coagulation factors:protein hydrolysates;1;1;3225.79
8.06294;blood coagulation factors:iv solutions:other ophthalmologicals;1;1;3225.79
8.06294;blood coagulation factors:iv solutions:decongestants and other nasal preparations for topical use:ophthalmologicals;1;1;3225.79
8.06294;vitamin k and other hemostatics:protein hydrolysates:nasal preparations:sensory organs;1;1;3225.79
8.06294;antihemorrhagics:hyaluronic acid:potassium iodide;1;1;3225.79
8.06294;antihemorrhagics:protein hydrolysates:decongestants and other nasal preparations for topical use:sensory organs;1;1;3225.79
8.06294;antihemorrhagics:protein hydrolysates:decongestants and other nasal preparations for topical use;1;1;3225.79
8.06294;antihemorrhagics:protein hydrolysates:nasal preparations:sensory organs;1;1;3225.79
8.06294;antihemorrhagics:protein hydrolysates:nasal preparations;1;1;3225.79
8.06294;antihemorrhagics:solutions for parenteral nutrition:decongestants and other nasal preparations for topical use;1;1;3225.79
8.06294;antihemorrhagics:solutions for parenteral nutrition:nasal preparations;1;1;3225.79
8.06294;cilostazol:chlorothiazide combinations;1;1;3225.79
8.06294;cilostazol:thiazides combinations with psycholeptics andor analgesics;1;1;3225.79
8.06294;cilostazol:arginine hydrochloride;1;1;3225.79
8.06294;cilostazol:amino acids;1;1;3225.79
8.06294;antithrombotic agents:arginine hydrochloride:lowceiling diuretics thiazides;1;1;3225.79
8.06294;antithrombotic agents:arginine hydrochloride:diuretics;1;1;3225.79
8.06294;agalsidase beta:chlorothiazide combinations;1;1;3225.79
8.06294;agalsidase beta:thiazides combinations with psycholeptics andor analgesics;1;1;3225.79
8.06294;agalsidase beta:arginine hydrochloride:chlorothiazide combinations;1;1;3225.79
8.06294;agalsidase beta:arginine hydrochloride:thiazides combinations with psycholeptics andor analgesics;1;1;3225.79
8.06294;agalsidase beta:amino acids:chlorothiazide combinations;1;1;3225.79
8.06294;agalsidase beta:amino acids:thiazides combinations with psycholeptics andor analgesics;1;1;3225.79
8.06294;agalsidase beta:amino acids:lowceiling diuretics thiazides;1;1;3225.79
8.06294;agalsidase beta:iv solution additives:thiazides combinations with psycholeptics andor analgesics;1;1;3225.79
8.06294;agalsidase beta:cilostazol;1;1;3225.79
8.06294;agalsidase beta:antithrombotic agents:lowceiling diuretics thiazides;1;1;3225.79
8.06294;agalsidase beta:blood and blood forming organs:diuretics;1;1;3225.79
